22980;Vildé-Guingalan;
22350;Yvignac-la-Tour;
22460;Allineuc;
22400;Andel;
22510;Bréhand;
22530;Caurel;
22210;Coëtlogon;
22400;Coëtmieux;
22330;Collinée;
22320;Corlay;
22270;Dolo;
22150;Gausson;
22230;Gomené;
22460;Grâce-Uzel;
22600;Hémonstoir;
22150;Hénon;
22230;Illifaut;
22270;Jugon-les-Lacs;
22210;La Chèze;
22210;La Ferrière;
22320;La Harmoye;
22640;La Malhoure;
22400;Lamballe;
22600;La Motte;
22400;Landéhen;
22800;Lanfains;
22150;Langast;
22330;Langourla;
22210;La Prénessaye;
22230;Laurenan;
22320;Le Bodéo;
22210;Le Cambout;
22800;Le Foeil;
22330;Le Gouray;
22320;Le Haut-Corlay;
22800;Le Leslay;
22460;Le Quillio;
22800;Le Vieux-Bourg;
22150;L'Hermitage-Lorge;
22230;Loscouët-sur-Meu;
22600;Loudéac;
22230;Merdrignac;
22230;Mérillac;
22460;Merléac;
22400;Meslin;
22510;Moncontour;
22400;Morieux;
22530;Mûr-de-Bretagne;
22400;Noyal;
22510;Penguily;
22800;Plaine-Haute;
22940;Plaintel;
22270;Plédéliac;
22210;Plémet;
22150;Plémy;
22640;Plénée-Jugon;
22330;Plessala;
22640;Plestan;
22150;Ploeuc-sur-Lié;
22150;Plouguenast;
22210;Plumieux;
22320;Plussulien;
22120;Pommeret;
22120;Quessoy;
22400;Quintenic;
22800;Quintin;
22600;Saint-Barnabé;
22800;Saint-Bihy;
22800;Saint-Brandan;
22600;Saint-Caradec;
22150;Saint-Carreuc;
22530;Saint-Connec;
22210;Saint-Etienne-du-Gué-de-l'Isle;
22800;Saint-Gildas;
22330;Saint-Gilles-du-Mené;
22530;Saint-Gilles-Vieux-Marché;
22510;Saint-Glen;
22330;Saint-Gouéno;
22530;Saint-Guen;
22460;Saint-Hervé;
22330;Saint-Jacut-du-Mené;
22230;Saint-Launeuc;
22320;Saint-Martin-des-Prés;
22600;Saint-Maudan;
22320;Saint-Mayeux;
22270;Saint-Rieul;
22460;Saint-Thélo;
22510;Saint-Trimoël;
22230;Saint-Vran;
22640;Tramain;
22510;Trébry;
22510;Trédaniel;
22230;Trémorel;
22600;Trévé;
22460;Uzel;
22140;Bégard;
22810;Belle-Isle-en-Terre;
22390;Bourbriac;
22170;Bringolo;
22160;Bulat-Pestivien;
22160;Calanhel;
22160;Callac;
22480;Canihuel;
22160;Carnoët;
22970;Coadout;
22160;Duault;
22110;Glomel;
22290;Gommenec'h;
22570;Gouarec;
22290;Goudelin;
22200;Grâces;
22200;Guingamp;
22390;Gurunhuel;
22110;Kergrist-Moëlou;
22480;Kerien;
22140;Kermoroc'h;
22480;Kerpert;
22160;La Chapelle-Neuve;
22140;Landebaëron;
22570;Laniscat;
22290;Lannebert;
22480;Lanrivain;
22170;Lanrodec;
22420;Lanvellec;
22290;Lanvollon;
22290;Le Faouët;
22200;Le Merzer;
22340;Le Moustoir;
22570;Lescouët-Gouarec;
22420;Le Vieux-Marché;
22340;Locarn;
22810;Loc-Envel;
22780;Loguivy-Plougras;
22160;Lohuec;
22540;Louargat;
22340;Maël-Carhaix;
22160;Maël-Pestivien;
22480;Magoar;
22110;Mellionnec;
22200;Moustéru;
22200;Pabu;
22340;Paule;
22540;Pédernec;
22570;Perret;
22480;Peumerit-Quintin;
22290;Pléguien;
22570;Plélauff;
22720;Plésidy;
22310;Plestin-les-Grèves;
22340;Plévin;
22170;Plouagat;
22420;Plouaret;
22810;Plougonver;
22780;Plougras;
22110;Plouguernével;
22200;Plouisy;
22970;Ploumagoar;
22300;Ploumilliau;
22780;Plounérin;
22810;Plounévez-Moëdec;
22110;Plounévez-Quintin;
22160;Plourac'h;
22420;Plouzélambre;
22310;Plufur;
22160;Plusquellec;
22140;Pluzunet;
22200;Pommerit-le-Vicomte;
22390;Pont-Melvez;
22110;Rostrenen;
22390;Saint-Adrien;
22200;Saint-Agathon;
22480;Saint-Connan;
22480;Sainte-Tréphine;
22720;Saint-Fiacre;
22570;Saint-Gelven;
22480;Saint-Gilles-Pligeaux;
22570;Saint-Igeaux;
22170;Saint-Jean-Kerdaniel;
22140;Saint-Laurent;
22300;Saint-Michel-en-Grève;
22160;Saint-Nicodème;
22480;Saint-Nicolas-du-Pélem;
22720;Saint-Péver;
22160;Saint-Servais;
22720;Senven-Léhart;
22200;Squiffiec;
22140;Tonquédec;
22340;Trébrivan;
22300;Trédrez-Locquémeau;
22310;Tréduder;
22340;Treffrin;
22540;Tréglamus;
22200;Trégonneau;
22420;Trégrom;
22290;Tréguidel;
22110;Trémargat;
22310;Trémel;
22290;Tréméven;
22340;Tréogan;
22290;Tressignaux;
22290;Trévérec;
22140;Berhet;
22520;Binic;
22140;Brélidy;
22450;Camlez;
22300;Caouënnec-Lanvézéac;
22140;Cavan;
22140;Coatascorn;
22450;Coatréven;
22680;Etables-sur-Mer;
22450;Hengoat;
22870;Ile-de-Bréhat;
22610;Kerbors;
22500;Kerfot;
22450;Kermaria-Sulard;
22450;Langoat;
22290;Lanleff;
22580;Lanloup;
22300;Lanmérin;
22610;Lanmodez;
22300;Lannion;
22410;Lantic;
22450;La Roche-Derrien;
22740;Lézardrieux;
22700;Louannec;
22450;Mantallot;
22220;Minihy-Tréguier;
22500;Paimpol;
22710;Penvénan;
22700;Perros-Guirec;
22290;Pléhédel;
22610;Pleubian;
22740;Pleudaniel;
22560;Pleumeur-Bodou;
22740;Pleumeur-Gautier;
22260;Ploëzal;
22620;Ploubazlanec;
22300;Ploubezre;
22260;Plouëc-du-Trieux;
22470;Plouézec;
22820;Plougrescant;
22220;Plouguiel;
22580;Plouha;
22300;Ploulec'h;
22410;Plourhan;
22860;Plourivo;
22290;Pludual;
22450;Pommerit-Jaudy;
22260;Pontrieux;
22450;Pouldouran;
22140;Prat;
22260;Quemper-Guézennec;
22450;Quemperven;
22300;Rospez;
22260;Runan;
22260;Saint-Clet;
22290;Saint-Gilles-les-Bois;
22700;Saint-Quay-Perros;
22410;Saint-Quay-Portrieux;
22560;Trébeurden;
22220;Trédarzec;
22730;Trégastel;
22220;Tréguier;
22660;Trélévern;
22410;Tréveneuc;
22660;Trévou-Tréguignec;
22450;Trézény;
22450;Troguéry;
22930;Yvias;
29950;Bénodet;
29510;Briec;
29950;Clohars-Fouesnant;
29510;Edern;
29500;Ergué-Gabéric;
29170;Fouesnant;
29950;Gouesnach;
29940;La Forêt-Fouesnant;
29510;Landrévarzec;
29510;Landudal;
29510;Langolen;
29170;Pleuven;
29700;Plomelin;
29700;Pluguffan;
29000;Quimper;
29170;Saint-Evarzec;
29820;Bohars;
29200;Brest;
29850;Gouesnou;
29820;Guilers;
29860;Bourg-Blanc;
29810;Brélès;
29200;Brest;
29870;Coat-Méal;
29290;Guipronvel;
29259;Ile-Molène;
29260;Kernilis;
29860;Kersaint-Plabennec;
29810;Lampaul-Plouarzel;
29830;Lampaul-Ploudalmézeau;
29260;Lanarvily;
29840;Landunvez;
29840;Lanildut;
29290;Lanrivoaré;
29217;Le Conquet;
29860;Le Drennec;
29260;Loc-Brévalaire;
29280;Locmaria-Plouzané;
29290;Milizac;
29860;Plabennec;
29810;Plouarzel;
29830;Ploudalmézeau;
29217;Plougonvelin;
29830;Plouguin;
29810;Ploumoguer;
29830;Plourin;
29860;Plouvien;
29280;Plouzané;
29840;Porspoder;
29830;Saint-Pabu;
29290;Saint-Renan;
29217;Trébabu;
29290;Tréouergat;
29650;Botsorhel;
29660;Carantec;
29233;Cléder;
29450;Commana;
29610;Garlan;
29650;Guerlesquin;
29410;Guiclan;
29620;Guimaëc;
29670;Henvic;
29253;Ile-de-Batz;
29800;La Martyre;
29620;Lanmeur;
29640;Lannéanou;
29400;Lanneuffret;
29800;La Roche-Maurice;
29410;Le Cloître-Saint-Thégonnec;
29650;Le Ponthou;
29450;Le Tréhou;
29400;Loc-Eguiner;
29410;Loc-Eguiner-Saint-Thégonnec;
29400;Locmélar;
29670;Locquénolé;
29241;Locquirec;
29420;Mespaul;
29600;Morlaix;
29410;Pleyber-Christ;
29800;Ploudiry;
29620;Plouégat-Guerrand;
29650;Plouégat-Moysan;
29420;Plouénan;
29252;Plouézoc'h;
29630;Plougasnou;
29640;Plougonven;
29250;Plougoulm;
29610;Plouigneau;
29410;Plounéour-Ménez;
29600;Plourin-lès-Morlaix;
29420;Plouvorn;
29440;Plouzévédé;
29680;Roscoff;
29600;Sainte-Sève;
29630;Saint-Jean-du-Doigt;
29600;Saint-Martin-des-Champs;
29250;Saint-Pol-de-Léon;
29400;Saint-Sauveur;
29410;Saint-Thégonnec;
29440;Saint-Vougay;
29250;Santec;
29250;Sibiril;
29450;Sizun;
29670;Taulé;
29440;Tréflaouénan;
29800;Tréflévénez;
29440;Trézilidé;
29400;Bodilis;
29890;Brignogan-Plages;
29460;Dirinon;
29890;Goulven;
29400;Guimiliau;
29490;Guipavas;
29880;Guissény;
29890;Kerlouan;
29260;Kernouës;
29800;La Forest-Landerneau;
29400;Lampaul-Guimiliau;
29870;Landéda;
29800;Landerneau;
29400;Landivisiau;
29430;Lanhouarneau;
29870;Lannilis;
29260;Le Folgoët;
29480;Le Relecq-Kerhuon;
29260;Lesneven;
29800;Pencran;
29260;Ploudaniel;
29800;Plouédern;
29430;Plouescat;
29440;Plougar;
29400;Plougourvest;
29880;Plouguerneau;
29260;Plouider;
29890;Plounéour-Trez;
29400;Plounéventer;
29430;Plounévez-Lochrist;
29440;Saint-Derrien;
29800;Saint-Divy;
29260;Saint-Frégant;
29260;Saint-Méen;
29400;Saint-Servais;
29800;Saint-Thonan;
29430;Tréflez;
29260;Trégarantec;
29870;Tréglonou;
29800;Trémaouézan;
29560;Argol;
29690;Berrien;
29640;Bolazec;
29690;Botmeur;
29190;Brasparts;
29690;Brennilis;
29570;Camaret-sur-Mer;
29270;Carhaix-Plouguer;
29150;Cast;
29150;Châteaulin;
29520;Châteauneuf-du-Faou;
29270;Cléden-Poher;
29530;Collorec;
29370;Coray;
29160;Crozon;
29460;Daoulas;
29150;Dinéault;
29190;Gouézec;
29460;Hanvec;
29460;Hôpital-Camfrout;
29690;Huelgoat;
29460;Irvillac;
29270;Kergloff;
29100;Kerlaz;
29690;La Feuillée;
29530;Landeleau;
29560;Landévennec;
29190;Lannédern;
29160;Lanvéoc;
29520;Laz;
29190;Le Cloître-Pleyben;
29590;Le Faou;
29190;Lennon;
29390;Leuhan;
29690;Locmaria-Berrien;
29180;Locronan;
29460;Logonna-Daoulas;
29590;Lopérec;
29470;Loperhet;
29530;Loqueffret;
29190;Lothey;
29270;Motreff;
29242;Ouessant;
29190;Pleyben;
29550;Ploéven;
29550;Plomodiern;
29530;Plonévez-du-Faou;
29550;Plonévez-Porzay;
29470;Plougastel-Daoulas;
29270;Plounévézel;
29690;Plouyé;
29590;Pont-de-Buis-lès-Quimerch;
29150;Port-Launay;
29246;Poullaouen;
29180;Quéménéven;
29570;Roscanvel;
29590;Rosnoën;
29150;Saint-Coulitz;
29460;Saint-Eloy;
29520;Saint-Goazec;
29270;Saint-Hernin;
29550;Saint-Nic;
29190;Saint-Rivoal;
29590;Saint-Ségal;
29520;Saint-Thois;
29800;Saint-Urbain;
29640;Scrignac;
29540;Spézet;
29560;Telgruc-sur-Mer;
29560;Trégarvan;
29970;Trégourez;
29770;Audierne;
29790;Beuzec-Cap-Sizun;
29770;Cléden-Cap-Sizun;
29120;Combrit;
29790;Confort-Meilars;
29100;Douarnenez;
29770;Esquibien;
29770;Goulien;
29710;Gourlizon;
29180;Guengat;
29710;Guiler-sur-Goyen;
29730;Guilvinec;
29990;Ile-de-Sein;
29980;Ile-Tudy;
29710;Landudec;
29100;Le Juch;
29750;Loctudy;
29790;Mahalon;
29760;Penmarch;
29710;Peumérit;
29740;Plobannalec-Lesconil;
29710;Plogastel-Saint-Germain;
29770;Plogoff;
29180;Plogonnec;
29120;Plomeur;
29710;Plonéis;
29720;Plonéour-Lanvern;
29780;Plouhinec;
29720;Plovan;
29710;Plozévet;
29790;Pont-Croix;
29120;Pont-l'Abbé;
29100;Pouldergat;
29710;Pouldreuzic;
29100;Poullan-sur-Mer;
29770;Primelin;
29120;Saint-Jean-Trolimon;
29730;Treffiagat;
29720;Tréguennec;
29120;Tréméoc;
29720;Tréogat;
29300;Arzano;
29380;Bannalec;
29300;Baye;
29360;Clohars-Carnoët;
29900;Concarneau;
29370;Elliant;
29300;Guilligomarc'h;
29380;Le Trévoux;
29310;Locunolé;
29140;Melgven;
29300;Mellac;
29350;Moëlan-sur-Mer;
29920;Névez;
29930;Pont-Aven;
29310;Querrien;
29300;Quimperlé;
29300;Rédené;
29340;Riec-sur-Belon;
29140;Rosporden;
29380;Saint-Thurien;
29140;Saint-Yvi;
29390;Scaër;
29140;Tourch;
29910;Trégunc;
29300;Tréméven;
35135;Chantepie;
35000;Rennes;
35136;Saint-Jacques-de-la-Lande;
35770;Vern-sur-Seiche;
35132;Vezin-le-Coquet;
35250;Andouillé-Neuville;
35250;Aubigné;
35830;Betton;
35270;Bonnemain;
35250;Chevaigné;
35270;Combourg;
35270;Cuguen;
35440;Dingé;
35440;Feins;
35490;Gahard;
35440;Guipel;
35630;Hédé;
35190;La Baussaine;
35190;La Chapelle-aux-Filtzméens;
35520;La Chapelle-des-Fougeretz;
35520;La Mézière;
35630;Langouet;
35720;Lanhélin;
35270;Lanrigan;
35190;Longaulnay;
35270;Lourmais;
35270;Meillac;
35520;Melesse;
35760;Montgermont;
35520;Montreuil-le-Gast;
35440;Montreuil-sur-Ille;
35250;Mouazé;
35720;Plesder;
35720;Pleugueneuc;
35190;Québriac;
35000;Rennes;
35490;Romazy;
35250;Saint-Aubin-d'Aubigné;
35190;Saint-Domineuc;
35250;Saint-Germain-sur-Ille;
35630;Saint-Gondran;
35760;Saint-Grégoire;
35270;Saint-Léger-des-Prés;
35250;Saint-Médard-sur-Ille;
35720;Saint-Pierre-de-Plesguen;
35190;Saint-Thual;
35490;Sens-de-Bretagne;
35190;Tinténiac;
35270;Trémeheuc;
35720;Tressé;
35190;Trévérien;
35190;Trimer;
35490;Vieux-Vy-sur-Couesnon;
35630;Vignoc;
35190;Bécherel;
35137;Bédée;
35750;Bléruais;
35360;Boisgervilly;
35160;Breteil;
35190;Cardroc;
35310;Chavagne;
35310;Cintré;
35590;Clayes;
35290;Gaël;
35850;Gévezé;
35750;Iffendic;
35850;Irodouër;
35630;La Chapelle-Chaussée;
35360;La Chapelle-du-Lou;
35590;La Chapelle-Thouarault;
35360;Landujan;
35850;Langan;
35137;La Nouaye;
35290;Le Crouais;
35360;Le Lou-du-Lac;
35650;Le Rheu;
35630;Les Iffs;
35160;Le Verger;
35590;L'Hermitage;
35360;Médréac;
35190;Miniac-sous-Bécherel;
35360;Montauban-de-Bretagne;
35160;Montfort-sur-Meu;
35310;Mordelles;
35290;Muel;
35740;Pacé;
35850;Parthenay-de-Bretagne;
35137;Pleumeleuc;
35290;Quédillac;
35000;Rennes;
35850;Romillé;
35630;Saint-Brieuc-des-Iffs;
35590;Saint-Gilles;
35750;Saint-Gonlay;
35750;Saint-Malon-sur-Mel;
35750;Saint-Maugan;
35290;Saint-Méen-le-Grand;
35360;Saint-M'Hervon;
35290;Saint-Onen-la-Chapelle;
35190;Saint-Pern;
35360;Saint-Uniac;
35160;Talensac;
35470;Bain-de-Bretagne;
35600;Bains-sur-Oust;
35580;Baulon;
35230;Bourgbarré;
35890;Bourg-des-Comptes;
35330;Bovel;
35310;Bréal-sous-Montfort;
35550;Bruc-sur-Aff;
35170;Bruz;
35330;Campel;
35150;Chanteloup;
35131;Chartres-de-Bretagne;
35330;Comblessac;
35320;Crévin;
35620;Ercé-en-Lamée;
35580;Goven;
35390;Grand-Fougeray;
35580;Guichen;
35580;Guignen;
35480;Guipry;
35320;La Bosse-de-Bretagne;
35330;La Chapelle-Bouëxic;
35660;La Chapelle-de-Brain;
35320;La Couyère;
35390;La Dominelais;
35890;Laillé;
35320;Lalleu;
35660;Langon;
35470;La Noë-Blanche;
35580;Lassy;
35320;Le Petit-Fougeray;
35330;Les Brulais;
35320;Le Sel-de-Bretagne;
35550;Lieuron;
35550;Lohéac;
35330;Loutehel;
35330;Maure-de-Bretagne;
35380;Maxent;
35330;Mernel;
35480;Messac;
35160;Monterfil;
35230;Noyal-Châtillon-sur-Seiche;
35230;Orgères;
35380;Paimpont;
35320;Pancé;
35550;Pipriac;
35470;Pléchâtel;
35380;Plélan-le-Grand;
35320;Poligné;
35131;Pont-Péan;
35600;Redon;
35660;Renac;
35390;Sainte-Anne-sur-Vilaine;
35600;Sainte-Marie;
35230;Saint-Erblon;
35550;Saint-Ganton;
35550;Saint-Just;
35480;Saint-Malo-de-Phily;
35380;Saint-Péran;
35330;Saint-Séglin;
35580;Saint-Senoux;
35390;Saint-Sulpice-des-Landes;
35310;Saint-Thurial;
35320;Saulnières;
35550;Sixt-sur-Aff;
35620;Teillay;
35380;Treffendel;
35320;Tresboeuf;
35690;Acigné;
35150;Amanlis;
35130;Arbrissel;
35370;Argentré-du-Plessis;
35130;Availles-sur-Seiche;
35680;Bais;
35500;Balazé;
35150;Boistrudan;
35370;Bréal-sous-Vitré;
35530;Brécé;
35150;Brie;
35370;Brielles;
35510;Cesson-Sévigné;
35500;Champeaux;
35680;Chancé;
35220;Châteaubourg;
35410;Châteaugiron;
35210;Châtillon-en-Vendelais;
35640;Chelun;
35134;Coësmes;
35500;Cornillé;
35150;Corps-Nuds;
35113;Domagné;
35680;Domalain;
35410;Domloup;
35130;Drouges;
35640;Eancé;
35500;Erbrée;
35150;Essé;
35370;Etrelles;
35640;Forges-la-Forêt;
35370;Gennes-sur-Seiche;
35150;Janzé;
35500;La Chapelle-Erbrée;
35130;La Guerche-de-Bretagne;
35450;Landavran;
35130;La Selle-Guerchaise;
35370;Le Pertre;
35240;Le Theil-de-Bretagne;
35680;Louvigné-de-Bais;
35240;Marcillé-Robert;
35220;Marpiré;
35640;Martigné-Ferchaud;
35450;Mecé;
35370;Mondevert;
35210;Montautour;
35210;Montreuil-des-Landes;
35500;Montreuil-sous-Pérouse;
35680;Moulins;
35130;Moussé;
35130;Moutiers;
35410;Nouvoitou;
35530;Noyal-sur-Vilaine;
35410;Ossé;
35150;Piré-sur-Seiche;
35500;Pocé-les-Bois;
35210;Princé;
35130;Rannée;
35000;Rennes;
35240;Retiers;
35230;Saint-Armel;
35500;Saint-Aubin-des-Landes;
35410;Saint-Aubin-du-Pavail;
35210;Saint-Christophe-des-Bois;
35220;Saint-Didier;
35134;Sainte-Colombe;
35370;Saint-Germain-du-Pinel;
35220;Saint-Jean-sur-Vilaine;
35500;Saint-M'Hervé;
35530;Servon-sur-Vilaine;
35500;Taillis;
35134;Thourie;
35370;Torcé;
35450;Val-d'Izé;
35680;Vergéal;
35130;Visseiche;
35500;Vitré;
35560;Antrain;
35460;Baillé;
35560;Bazouges-la-Pérouse;
35133;Beaucé;
35133;Billé;
35250;Chasné-sur-Illet;
35490;Chauvigné;
35460;Coglès;
35210;Combourtillé;
35210;Dompierre-du-Chemin;
35450;Dourdain;
35340;Ercé-près-Liffré;
35133;Fleurigné;
35300;Fougères;
35140;Gosné;
35133;Javené;
35420;La Bazouge-du-Désert;
35340;La Bouëxière;
35133;La Chapelle-Janson;
35140;La Chapelle-Saint-Aubert;
35560;La Fontenelle;
35133;Laignelet;
35133;Landéan;
35460;La Selle-en-Coglès;
35133;La Selle-en-Luitré;
35133;Le Châtellier;
35133;Lécousse;
35420;Le Ferré;
35133;Le Loroux;
35460;Le Tiercent;
35340;Liffré;
35450;Livré-sur-Changeon;
35420;Louvigné-du-Désert;
35133;Luitré;
35560;Marcillé-Raoul;
35420;Mellé;
35140;Mézières-sur-Couesnon;
35420;Monthault;
35460;Montours;
35560;Noyal-sous-Bazouges;
35210;Parcé;
35133;Parigné;
35420;Poilley;
35560;Rimou;
35133;Romagné;
35140;Saint-Aubin-du-Cormier;
35460;Saint-Brice-en-Coglès;
35140;Saint-Christophe-de-Valains;
35460;Saint-Etienne-en-Coglès;
35140;Saint-Georges-de-Chesné;
35420;Saint-Georges-de-Reintembault;
35133;Saint-Germain-en-Coglès;
35140;Saint-Hilaire-des-Landes;
35140;Saint-Jean-sur-Couesnon;
35460;Saint-Marc-le-Blanc;
35140;Saint-Marc-sur-Couesnon;
35140;Saint-Ouen-des-Alleux;
35460;Saint-Ouen-la-Rouërie;
35560;Saint-Rémy-du-Plain;
35133;Saint-Sauveur-des-Landes;
35250;Saint-Sulpice-la-Forêt;
35235;Thorigné-Fouillard;
35460;Tremblay;
35140;Vendel;
35420;Villamée;
35120;Baguer-Morvan;
35120;Baguer-Pican;
35120;Broualan;
35260;Cancale;
35430;Châteauneuf-d'Ille-et-Vilaine;
35120;Cherrueix;
35800;Dinard;
35120;Dol-de-Bretagne;
35120;Epiniac;
35120;Hirel;
35120;La Boussac;
35111;La Fresnais;
35350;La Gouesnière;
35780;La Richardais;
35430;La Ville-ès-Nonais;
35870;Le Minihic-sur-Rance;
35540;Le Tronchet;
35960;Le Vivier-sur-Mer;
35111;Lillemer;
35540;Miniac-Morvan;
35120;Mont-Dol;
35610;Pleine-Fougères;
35540;Plerguer;
35730;Pleurtuit;
35120;Roz-Landrieux;
35610;Roz-sur-Couesnon;
35610;Sains;
35114;Saint-Benoît-des-Ondes;
35800;Saint-Briac-sur-Mer;
35120;Saint-Broladre;
35350;Saint-Coulomb;
35610;Saint-Georges-de-Gréhaigne;
35430;Saint-Guinoux;
35430;Saint-Jouan-des-Guérets;
35800;Saint-Lunaire;
35400;Saint-Malo;
35120;Saint-Marcan;
35350;Saint-Méloir-des-Ondes;
35430;Saint-Père;
35430;Saint-Suliac;
35610;Sougéal;
35610;Trans-la-Forêt;
35610;Vieux-Viel;
56190;Ambon;
56610;Arradon;
56190;Arzal;
56640;Arzon;
56870;Baden;
56190;Billiers;
56130;Camoël;
56750;Damgan;
56130;Férel;
56780;Ile-aux-Moines;
56840;Ile-d'Arz;
56870;Larmor-Baden;
56130;La Roche-Bernard;
56190;La Trinité-Surzur;
56190;Le Guerno;
56450;Le Hézo;
56370;Le Tour-du-Parc;
56130;Marzan;
56190;Muzillac;
56130;Nivillac;
56190;Noyal-Muzillac;
56450;Noyalo;
56760;Pénestin;
56880;Ploeren;
56450;Saint-Armel;
56890;Saint-Avé;
56130;Saint-Dolay;
56730;Saint-Gildas-de-Rhuys;
56370;Sarzeau;
56860;Séné;
56450;Surzur;
56130;Théhillac;
56450;Theix;
56000;Vannes;
56400;Auray;
56360;Bangor;
56550;Belz;
56400;Brech;
56330;Camors;
56340;Carnac;
56950;Crach;
56410;Erdeven;
56410;Etel;
56290;Gâvres;
56170;Hoedic;
56170;Ile- d'Houat;
56700;Kervignac;
56690;Landaul;
56690;Landévant;
56470;La Trinité-sur-Mer;
56400;Le Bono;
56360;Le Palais;
56360;Locmaria;
56740;Locmariaquer;
56570;Locmiquélic;
56550;Locoal-Mendon;
56700;Merlevenez;
56690;Nostang;
56400;Ploemel;
56400;Plougoumelen;
56340;Plouharnel;
56680;Plouhinec;
56400;Plumergat;
56400;Pluneret;
56330;Pluvigner;
56290;Port-Louis;
56170;Quiberon;
56670;Riantec;
56400;Sainte-Anne-d'Auray;
56700;Sainte-Hélène;
56470;Saint-Philibert;
56510;Saint-Pierre-Quiberon;
56360;Sauzon;
56150;Baud;
56310;Bieuzy;
56500;Bignan;
56420;Billio;
56390;Brandivy;
56580;Bréhan;
56420;Buléon;
56390;Colpo;
56580;Crédin;
56920;Croixanvec;
56250;Elven;
56390;Grand-Champ;
56420;Guéhenno;
56920;Gueltas;
56150;Guénin;
56310;Guern;
56920;Kerfourn;
56500;La Chapelle-Neuve;
56120;Lantillac;
56250;La Vraie-Croix;
56300;Le Sourn;
56390;Locmaria-Grand-Champ;
56500;Locminé;
56390;Locqueltas;
56310;Melrand;
56890;Meucon;
56250;Monterblanc;
56500;Moréac;
56500;Moustoir-Ac;
56500;Moustoir-Remungol;
56500;Naizin;
56920;Noyal-Pontivy;
56420;Plaudren;
56890;Plescop;
56120;Pleugriffet;
56420;Plumelec;
56930;Pluméliau;
56500;Plumelin;
56300;Pontivy;
56500;Radenac;
56500;Réguiny;
56500;Remungol;
56580;Rohan;
56500;Saint-Allouestre;
56150;Saint-Barthélemy;
56920;Saint-Gérand;
56920;Saint-Gonnery;
56660;Saint-Jean-Brévelay;
56250;Saint-Nolff;
56300;Saint-Thuriau;
56250;Sulniac;
56250;Trédion;
56250;Treffléan;
56350;Allaire;
56800;Augan;
56350;Béganne;
56380;Beignon;
56230;Berric;
56140;Bohal;
56430;Brignac;
56220;Caden;
56800;Campénéac;
56910;Carentoir;
56140;Caro;
56430;Concoret;
56200;Cournon;
56420;Cruguel;
56490;Evriguet;
56200;Glénac;
56800;Gourhel;
56120;Guégon;
56380;Guer;
56800;Guillac;
56490;Guilliers;
56120;Helléan;
56120;Josselin;
56460;La Chapelle-Caro;
56200;La Chapelle-Gaceline;
56120;La Croix-Helléan;
56200;La Gacilly;
56120;La Grée-Saint-Laurent;
56120;Lanouée;
56230;Larré;
56710;La Trinité-Porhoët;
56190;Lauzach;
56230;Le Cours;
56460;Le Roc-Saint-André;
56120;Les Forges;
56200;Les Fougerêts;
56220;Limerzel;
56460;Lizio;
56800;Loyat;
56220;Malansac;
56140;Malestroit;
